id_str,created_at,full_text,label_manual
1.87466778214468E+018,Thu Jan 02 04:03:23 +0000 2025,@OghieGigs Klo dia pngen sty out knpa naturalisasi nya dikebut terus ya smpe sumpah wni diluar negeri? Klo gua jd et dan pengen sty out/ gk betah pasti gua lama2in naturalisasi nya biar nanti di proses pas udh ada pelatih baru,Netral
1.67646929934576E+018,Wed Jul 05 05:53:22 +0000 2023,mantap Ganjar Pranowo didukung hingga diluar negeri oleh WNI diluar negeri https://t.co/knG69sjSup,Positif
1.96422086735923E+018,Sat Sep 06 06:55:22 +0000 2025,@MasIhwan10 @Jateng_Twit Berdasarkan APBN 2025 anggaran untuk program beasiswa dan bantuan pendidikan yang langsung dinikmati siswa/mahasiswa sekitar Rp 297 2 triliun. Contoh: KIP Kuliah Rp 14 69 T untuk 1 juta+ penerima LPDP dari dana abadi Rp 154 T. Total pendidikan Rp 724 3 T. Sumber: Kemenkeu.,Netral
2.04041952627857E+018,Sat Apr 04 13:21:38 +0000 2026,keinget ada talkshow ngundang orang buat sharing gimana cara dapet beasiswa pas dengerin beliau mention 'dapet dari (perusahaan bapaknya)' .... padahal kukira beasiswa lpdp atau pemerintah lainnya yang level kesulitannya di atas itu abis itu langsung kecewa,Negatif
2.04323779355685E+018,Sun Apr 12 08:00:26 +0000 2026,100 Kursi Beasiswa LPDP Jakarta Ada Kuota Khusus Buat Anak Betawi https://t.co/pGsQmf6ztm,Netral
2.03414775384946E+018,Wed Mar 18 05:59:51 +0000 2026,Dapatkan akses ke ribuan latihan soal lengkap Tes TOEFL ITP PREDICTION beserta Sertifikat nya di TOEFL ACADEMY. Pakai kode: Kode Diskon Affiliate TOEFLACADEMY : KEJARPELUANG Kode Diskon Tambahan TOEFLACADEMY : TOEFLACADEMY t. kedinasan bumn cpns rbb beasiswa TOEFL LPDP ielts https://t.co/pq9Yri4oGf,Netral
1.11877033506144E+018,Thu Apr 18 06:56:48 +0000 2019,Ini dia kesaksian WNI diluar negeri adanya kecurangan pemungutan suara yang dilakukan 02 #02CurangTeriakCurang https://t.co/dJh8El9mmd,Netral
1.97160491964505E+018,Fri Sep 26 15:56:58 +0000 2025,not me langsung cari info beasiswa AAS dan bandingin dg LPDP. lalu langsung nyusun plan jangka pendek dan panjangnya sama partner. Plan as Unit Semoga deh lagi on fire karena hopeless jadi WNI,Negatif
2.04247459004018E+018,Fri Apr 10 05:27:44 +0000 2026,Kuliah S2 Gratis di Spanyol Beasiswa LPDP-IE University 2026 Dibuka https://t.co/arhIs68n4a,Netral
2.04080736210644E+018,Sun Apr 05 15:02:46 +0000 2026,@creeping5ilence Tak heran orang macam Dwi Sasetyaningtyas berharap cukup lah dia yg jadi WNI anaknya jangan sampai. Wajar banget.,Negatif
1.70399026665764E+018,Tue Sep 19 04:31:52 +0000 2023,Seru banget cok diskusi bareng dosen tentang work life balance sistem dan struktur kerja asia amerika eropa brain drain Indonesia-Singapura source of funding kampus keresahan mahasiswa dan dosen. Ngebuka banyak informasi laj,Netral
1.88951099223901E+018,Wed Feb 12 03:05:00 +0000 2025,@AiraNtieReal Indonesia otw brain drain,Negatif
2.0383296905289E+018,Sun Mar 29 18:57:23 +0000 2026,Rokok selalu dikritik dan dijadikan senggolan krn swasta aja satu2nya produk sebelum dijual sudah bayar pajak adalah rokok krn kena cukai .menyumbang hampir 200T APBN jadi yg dapet beasiswa LPDP atau ASN nya ikut dibayar melalui sumbangan ini.,Netral
1.25903176535355E+018,Sat May 09 08:05:39 +0000 2020,@erasedpoem @BirTweet1 @dr_koko28 ya warga negara sendiri. mau disuruh kemana kalo gak pulang kenegaranya? dan mrk bukannya turis yg jln2 keluar negeri pas wabah dan tau resiko tp nekat kyk yg di gowa kmrn. Tp emg wni yg kerja diluar yg gk punya pilihan dan kejebak. justru pemerintah jd salah kalo gk menerima.,Netral
1.95691266726156E+018,Sun Aug 17 02:55:12 +0000 2025,kalo mau ga kepikiran tentang hal ini sih ambil beasiswa selain LPDP brodi ,Netral
2.03859052704684E+018,Mon Mar 30 12:13:51 +0000 2026,ada calon doktor bidang enerhi dan minyak dari univ. dundee. Mengkritikh wacana WFH demi hemat BBM... karna tidak efektif utk kalangan buruh dan UMKM. pria punya selera nih dapat beasiswa LPDP LN. tapi tetap mengkritik pemerintah. rispek Pemerintah berencana menerapkan https://t.co/MiVDpRXI2Y,Positif
1.89109080331489E+018,Sun Feb 16 11:42:36 +0000 2025,@BuchroniK @bacottetangga__ Kalau saya pribadi disitu tidak disebutkan dibeli asing lantas jadi wilayah negara asing... Perlu pintar sedikit dari Handphonenya... DIluar negeri orang asing bisa beli tanah tapi ga bisa dibawa balik ke negerinya sana... Sama halnya kalau WNI beli tanah dinegeri orang...,Netral
2.02929719535542E+018,Wed Mar 04 20:45:28 +0000 2026,Jd saya tdk setuju dg pernyataan bpk purbaya bahwa ibu dwi sasetyaningtyas tdk mempunyai rasa nasionalisme.,Positif
2.02847766955867E+018,Mon Mar 02 14:28:58 +0000 2026,@global__south Indonesian diaspora : cukup aku aja yang wni anakku jangan,Negatif
1.79094074929261E+018,Thu May 16 03:02:03 +0000 2024,Brain drain is incoming. Malaysia dan Thailand: biaya kuliah 20-35 jutaan rankingnya lebih bagus dari universitas di Indonesia (Universiti Malaya #67 Universiti Sains Malaysia #137 Chulalongkorn University #211). Biaya hidup di KL atau Bangkok bisa dibilang sebelas-dua belas,Negatif
1.13725054180379E+018,Sat Jun 08 06:50:32 +0000 2019,@cakduls Yaa gak bakal bsa jerat si Hasmi..krn lokus dia melanggar hukum Indonesia itu bukan di wilayah hukum Indonesia Pengadilan Indonesia gak bsa proses WNI yg lakukan kejahatan diluar negeri Itu kata azas Teritori dlm hukum pidana..sampe bebusa minta diproses jg gak bakal bsa,Netral
2.04527320499087E+018,Fri Apr 17 22:48:26 +0000 2026,Peluang Beasiswa Indonesia Bangkit (BIB) LPDP Dengan raihan Akreditasi Institusi &amp; Prodi UNGGUL UIN Madura hadir sebagai pilihan tepat melanjutkan pendidikan tinggi dengan kualitas terbaik &amp; berbasis nilai keislaman. #UINMadura #BIBLPDP #BeasiswaIndonesiaBangkit https://t.co/E2wQmQktEk,Positif
1.86355748296845E+018,Mon Dec 02 12:15:01 +0000 2024,Sahabat Data baca liputan #InvestigasiKompas Brain Drain di Indonesia Brain Gain di Singapura di @hariankompas (https://t.co/RexyGrNAfJ) 3 Desember 2024. #AdadiKompas,Netral
1.88736165256122E+018,Thu Feb 06 04:44:18 +0000 2025,Tapi gpp ges ayo kita buat indonesia brain drain 2045,Negatif
1.89148425859991E+018,Mon Feb 17 13:46:03 +0000 2025,@kegblgnunfaedh mampus indonesia brain drain bagusnya sih begitu lalu ditambah stop bayar pajak tinggal menyerukan revolusi kepung gedung pemerintahan sama aparat dan gantung semua pejabatnya negara harus dikembalikan ke mandat rakyat!!!,Negatif
1.79198020133923E+018,Sat May 18 23:52:28 +0000 2024,@Strategi_Bisnis Peringkat perguruan tinggi Indonesia di dunia Tertinggi : UGM di peringkat 254...how ? UKT mau dibuat mahal...mendingan kuliah ke luar negeri kerja di luar negeri tinggal di luar negeri Yg akan terjadi...Brain Drain talenta Indonesia semakin masif https://t.co/Nh5hO8KfiS,Negatif
1.82796677258426E+018,Mon Aug 26 07:10:15 +0000 2024,Simulation Analysis of Brain Drain Phenomena from Indonesia using System Dynamics Tutik Inayati1 Takeshi Arai1 and Utomo Sarjono Putro2 1Graduate School Tokyo University of Science Japan https://t.co/VOpgJysc5z https://t.co/MTN1V5vYrX,Netral
1.34100334996599E+018,Mon Dec 21 12:51:27 +0000 2020,Udah tinggal di Jepang hampir 5 tahun baru ngisi sensus penduduk WNI yg ditinggal diluar negeri diwebsite kemenlu : ),Netral
2.03880808670687E+018,Tue Mar 31 02:38:21 +0000 2026,@SammiSoh Ada juga yang ngajuin beasiswa LPDP dengan referensi sering ikut pengajian habib ,Netral
1.23369464152804E+018,Sat Feb 29 10:04:58 +0000 2020,@Stevaniehuangg ga lihat WNI yg diluar negeri positif Corona 9 orang kl emang kebal haruse mereka ga kena tp terbukti positif kan? parah ini ahlinya,Netral
1.44025505987963E+018,Tue Sep 21 10:02:19 +0000 2021,Waahh sekarang ada fitur baru yang memungkinkan WNA/WNI yg menerima vaksin diluar negeri bisa mendapat kartu verifikasi vaksinasi non Indonesia di aplikasi PeduliLindungi #PeduliLindungi https://t.co/ZkxXHWkGSp,Positif
1.96708539847712E+018,Sun Sep 14 04:38:00 +0000 2025,Kursus persiapan ujian Skolastik dan Wawancara Beasiswa LPDP 2025 gelombang II https://t.co/Y1RgMWn3eM #kelastpatbi #kelaslpdp2025 #sbslpdp #lpdp,Netral
1.97039423099359E+018,Tue Sep 23 07:46:07 +0000 2025,Wahh ternyata banyak banget dana beasiswa LPDP mencapai Rp175 Triliun. Semua warga negara berhak mendapatkan kesempatan ini. Jangan sampai keduluan. Ingat sebelum komen #PahamDuluAja faktanya.. https://t.co/tZlD6jGAhC,Positif
2.03843593232892E+018,Mon Mar 30 01:59:33 +0000 2026, 4 beasiswa full S1 S2 &amp; S3 lagi dibuka bulan ini! Tips penting: do &amp; don't essay Beasiswa Australia New Zealand &amp; berbagai negara + CV Beasiswa Malaysia #beasiswa #beasiswaupdate #s1 #s2 #s3 #lpdp #talenta #manaaki #aas #mis #beasiswamalaysia #beasiswaundangan https://t.co/Qk3ZQneuyj,Netral
1.11765208628229E+018,Mon Apr 15 04:53:16 +0000 2019,@istimegayanti Gitu yaa.. seandainya begitu kenapa banyak WNI yang berada diluar negeri berbondong2 mencoblos di TPS luar sana kenapa ga seperti kamu saja ? Lebih simple padahal.,Netral
1.71101774370797E+018,Sun Oct 08 13:56:33 +0000 2023,@stats_feed Brain Drain Countries in the World (Brain Drain Country Score) 1️⃣ Samoa : 10.00 🇼🇸 2️⃣ Jamaica : 9.10 🇯🇲 3️⃣ Palestine : 8.80 🇵🇸 4️⃣ Somalia : 8.70 🇸🇴 5️⃣ Micronesia :8.70 🇫🇲 6️⃣ Eritrea :8.50 🇪🇷 7️⃣ El Salvador :8.40 🇸🇻 8️⃣ Albania :8.30 🇦🇱 9️⃣ Haiti : 8.20 🇭🇹 Syria,Netral
1.77992824982259E+018,Mon Apr 15 17:42:18 +0000 2024,@abigailimuriaa Yg gw bingung orang2 indonesia selalu marah marah ngeliat tingkah pola wni lain diluar negeri contoh kaya diatas tp kalo dinegara sendiri ngeliat hutan dibabat atau dibakar keknya ga ada yg ke trigger segininya perkara merusak alam standarnya aja beda beda,Negatif
1.32531062990997E+018,Sun Nov 08 05:34:11 +0000 2020, CEO Sustaination Dwi Sasetyaningtyas mengatakan ada empat hal dalam proses mengompos yaitu mikroba materi coklat materi hijau dan udara. Insyaa Alloh bermanfaat ... https://t.co/ndJukVUVFO,Netral
1.83382975161162E+018,Wed Sep 11 11:27:38 +0000 2024,I do really wish there will be a day when the brain drain is coming to Indonesia.,Positif
2.03922666438801E+018,Wed Apr 01 06:21:38 +0000 2026,Awardee beasiswa LPDP yang dari luar negeri ada yang mau kerja sama gak untuk mock up interview? Hubungi kita di bawah ata chat langsung ke WhatsApp kita ,Netral
1.97070952833427E+018,Wed Sep 24 04:39:00 +0000 2025,Kursus persiapan ujian Skolastik dan Wawancara Beasiswa LPDP 2025 gelombang II https://t.co/Y1RgMWn3eM #kelastpatbi #kelaslpdp2025 #sbslpdp #lpdp,Netral
1.52726571264078E+018,Thu May 19 12:31:35 +0000 2022,Kalo ada WNI yang ga sepaham dipermalukan diluar negeri yang disalahin WNI nya. Kalo ada WNA RRC yang ijin masuknya ga jelas malah pake seragam militer yang dibela justru WNA nya. Emang mental jongos mau diapain,Negatif
2.04040944756745E+018,Sat Apr 04 12:41:35 +0000 2026,yg PNS kebanyakan dapet beasiswa LPDP/Kominfo jadi selama kuliah: - dapet uang saku - ga kerja tp dapet 1/2 gaji - pada jalan2 ke jepang mulu ,Negatif
1.36886488760313E+018,Mon Mar 08 10:03:16 +0000 2021,Sesi 5 -What are the current conditions of employment in the energy sector in Indonesia? -How ready is Indonesia's workforce for a transition towards RE? -How should Indonesia avoid a potential brain drain? #EnergyKatadata2021,Netral
1.80364883864264E+018,Thu Jun 20 04:39:27 +0000 2024,@fdmncfdmnc Di Indonesia sudah banyak terjadi. Talent se-Indonesia pada pindah ke Jakarta. Itulah kenapa banyak daerah yang brain drain trus susah berkembang.,Negatif
1.42216838818132E+018,Mon Aug 02 12:12:21 +0000 2021,@mohmahfudmd WNI diperhitungkan diluar negeri. Tapi didlm negeri kalah dgn tka cina yg suka bab sembarangan.,Negatif
1.83272238815866E+018,Sun Sep 08 10:07:22 +0000 2024,@ini4kunku @pray_thekid Sebaiknya Indonesia mengubah aturan kewarganegaraan dengan dwi kewarganegaraan banyak keturunan Indonesia terbentur status kewarganegaraan tunggal. WNI yg pindah warga negara dari kalangan terdidik kurleb 1000 orang per tahun. Terjadi brain drain,Negatif
1.89173137427445E+018,Tue Feb 18 06:08:00 +0000 2025,#kaburajadulu dan warga negara kelas satu dan dua Kalau menurutku nasib #kaburajadulu bisa berakhir dengan dua skenario. Pertama gerakan membesar dan terjadi eksodus talenta Indonesia ke luar negeri yang berpotensi menjadi brain drain . (01),Negatif
1.25660960162296E+018,Sat May 02 15:40:50 +0000 2020,Kasus Positive Diseluruh negara &amp; kasus meninggal Disemua negara. Identifikasi dan review. Semua WNI diluar negeri (Terdaftar/tdak terdaftar(Pengungsi) #Clear Strees berat #StayHome,Netral
1.96563257553764E+018,Wed Sep 10 04:25:00 +0000 2025,Anggota DPRD DKI Jakarta Apresiasi Program Prabowo Subianto Siapkan 4.000 Beasiswa LPDP Tahun 2026 https://t.co/IX4qE1OpGc,Positif
1.70622485262412E+018,Mon Sep 25 08:31:19 +0000 2023,@tanyakanrl Ga pernah tertarik sm sekali sm ni orang youtube tentang makanan cuman nonton nex carlos sm harijisun doang. Atau juga wni yg jualan diluar negeri.,Netral
1.5547926500749E+018,Wed Aug 03 11:33:49 +0000 2022,Tapi saya akan merumuskan dengan lebih mendalam kenapa orang Indonesia keluar negeri itu tidak selalu berarti buruk (brain drain).,Positif
2.03527746071637E+018,Sat Mar 21 08:48:54 +0000 2026,Jika blm menunaikan kewajiban berkontribusi di Indonesia sgr AI diminta balik dan selesaikan tanpa keistimewaan. Colek @LPDP_RI @DivHumas_Polri @ListyoSigitP @prabowo @KemenkeuRI @InfoDikti @ItjenKemenkeu @kementan https://t.co/s2Up2vjBC2,Negatif
1.51709154139056E+018,Thu Apr 21 10:43:04 +0000 2022,Mom of the Month Spesial Hari Kartini: Dwi Sasetyaningtyas https://t.co/9vW68b2jmY https://t.co/WJsEZnvbkP,Netral
2.02884078037959E+018,Tue Mar 03 14:31:50 +0000 2026,@coffebit cukup aku aja yg wni anakku jangan ,Negatif
1.81008513330052E+018,Sun Jul 07 22:55:00 +0000 2024,Many foreigners in Indonesia have been fighting for dual citizenship rights because laws around residency work and inheritance have been leaving people in limbo. Investment Coordinating Minister Luhut says the duality could also help stem the brain drain https://t.co/ur8EjzRxsa,Netral
1.78570647694392E+018,Wed May 01 16:22:55 +0000 2024,Indonesia is planning to offer dual citizenship to its skilled diaspora as part of efforts to stem a brain drain of local talent https://t.co/bIdBltQngU via @economics,Netral
1.68348165144626E+018,Mon Jul 24 14:17:57 +0000 2023,Surat keterangan sbg SPLN walaupun WNI tsb telah bertempat tinggal diluar negeri lebih dari 183 hari WNI tsb tetap dianggap sbg SPDN sehingga WNI tsb tetap wajib melaporkan penghasilan dari Indo dan luar Indo di SPTnya. Dalam kondisi ini WNI tidak memiliki A1 karena bekerja,Netral
1.819302759231E+018,Fri Aug 02 09:22:33 +0000 2024,@worksfess Udah paling bener Indonesia tuh kena brain drain. Sumpah pantas banget banget Indonesia kena brain drain.,Negatif
